X,Y,Z,Amp,Tof
-0.05,-0.18,0,18.5247,12.864
-0.04,-0.18,0,19.5257,12.672
-0.03,-0.18,0,20.7831,12.544
-0.02,-0.18,0,19.776,12.368
-0.01,-0.18,0,19.7394,12.192
0,-0.18,0,19.4891,12.032
0,-0.17,0,21.5461,12.064
-0.01,-0.17,0,21.2409,12.24
-0.02,-0.17,0,22.0588,12.48
-0.03,-0.17,0,21.247,12.624
-0.04,-0.17,0,21.7414,12.768
-0.05,-0.17,0,21.8757,12.976
-0.06,-0.17,0,21.6254,13.136
-0.07,-0.17,0,22.3457,13.312
-0.08,-0.17,0,21.3813,13.456
-0.09,-0.17,0,21.8329,13.648
-0.1,-0.17,0,22.1809,13.808
-0.11,-0.17,0,22.0649,14
-0.12,-0.17,0,21.717,14.176
-0.13,-0.17,0,22.0405,14.304
-0.14,-0.17,0,22.7668,14.496
-0.15,-0.17,0,22.0527,14.704
-0.16,-0.17,0,22.4311,14.848
-0.17,-0.17,0,22.8339,14.992
-0.18,-0.17,0,21.2836,15.168
-0.19,-0.17,0,22.5105,15.328
-0.2,-0.17,0,22.6081,15.504
-0.21,-0.17,0,22.1625,15.664
-0.22,-0.17,0,22.718,15.872
-0.23,-0.17,0,22.5105,16.032
-0.24,-0.17,0,22.9011,16.208
-0.25,-0.17,0,22.6875,16.384
-0.26,-0.17,0,22.7668,16.544
-0.27,-0.17,0,22.0588,16.736
-0.28,-0.17,0,22.2846,16.912
-0.29,-0.17,0,23.0659,17.04
-0.3,-0.17,0,22.8584,17.216
-0.31,-0.17,0,22.2846,17.376
-0.32,-0.17,0,23.1758,17.552
-0.33,-0.17,0,22.5105,17.632
-0.34,-0.17,0,22.8095,17.904
-0.35,-0.17,0,22.7302,18.096
-0.36,-0.17,0,23.719,18.208
-0.37,-0.17,0,23.4443,18.432
-0.38,-0.17,0,23.7068,18.56
-0.39,-0.17,0,22.6081,18.736
-0.4,-0.17,0,23.5603,18.928
-0.41,-0.17,0,23.1147,19.12
-0.42,-0.17,0,23.9326,19.248
-0.43,-0.17,0,23.3955,19.44
-0.44,-0.17,0,23.7495,19.632
-0.45,-0.17,0,23.4626,19.792
-0.46,-0.17,0,23.7861,19.952
-0.47,-0.17,0,23.542,20.144
-0.48,-0.17,0,23.6457,20.304
-0.49,-0.17,0,23.1147,20.448
-0.5,-0.17,0,23.188,20.608
-0.51,-0.17,0,23.3589,20.832
-0.52,-0.17,0,23.9875,20.976
-0.53,-0.17,0,23.9937,21.152
-0.54,-0.17,0,23.4077,21.312
-0.55,-0.17,0,22.7668,21.488
-0.56,-0.17,0,23.2673,21.648
-0.57,-0.17,0,23.6702,21.808
-0.58,-0.17,0,23.1269,22.016
-0.59,-0.17,0,23.3161,22.144
-0.6,-0.17,0,23.6091,22.32
-0.61,-0.17,0,23.0171,22.512
-0.62,-0.17,0,23.4199,22.672
-0.63,-0.17,0,22.4433,22.864
-0.64,-0.17,0,23.7556,23.056
-0.65,-0.17,0,22.7302,23.216
-0.66,-0.17,0,24.4636,23.376
-0.67,-0.17,0,24.2927,23.536
-0.68,-0.17,0,23.3528,23.728
-0.69,-0.17,0,24.0608,23.888
-0.7,-0.17,0,23.603,24.032
-0.71,-0.17,0,23.7495,24.208
-0.72,-0.17,0,23.5664,24.416
-0.73,-0.17,0,23.4993,24.592
-0.74,-0.17,0,23.188,24.768
-0.75,-0.17,0,23.9021,24.912
-0.76,-0.17,0,23.6091,25.088
-0.77,-0.17,0,23.2124,25.248
-0.78,-0.17,0,23.3711,25.408
-0.79,-0.17,0,23.133,25.52
-0.8,-0.17,0,23.7068,25.728
-0.81,-0.17,0,23.6702,25.92
-0.82,-0.17,0,24.311,26.112
-0.83,-0.17,0,22.9133,26.272
-0.84,-0.17,0,23.896,26.448
-0.85,-0.17,0,23.896,26.64
-0.86,-0.17,0,22.956,26.768
-0.87,-0.17,0,24.0791,26.96
-0.88,-0.17,0,23.6213,27.136
-0.89,-0.17,0,23.3894,27.296
-0.9,-0.17,0,23.5054,27.504
-0.91,-0.17,0,22.7973,27.648
-0.92,-0.17,0,23.4809,27.824
-0.93,-0.17,0,22.9804,28
-0.94,-0.17,0,23.2673,28.128
-0.95,-0.17,0,23.7312,28.336
-0.96,-0.17,0,22.8584,28.496
-0.97,-0.17,0,23.0049,28.688
-0.98,-0.17,0,24.0791,28.848
-0.99,-0.17,0,23.8411,29.024
-1,-0.17,0,23.9021,29.168
-1,-0.16,0,25.7881,29.136
-0.99,-0.16,0,26.484,29.008
-0.98,-0.16,0,26.5511,28.768
-0.97,-0.16,0,26.0994,28.576
-0.96,-0.16,0,25.66,28.4
-0.95,-0.16,0,25.4219,28.224
-0.94,-0.16,0,25.5562,28.064
-0.93,-0.16,0,25.605,27.872
-0.92,-0.16,0,26.4779,27.712
-0.91,-0.16,0,26.1849,27.552
-0.9,-0.16,0,25.5928,27.392
-0.89,-0.16,0,24.897,27.216
-0.88,-0.16,0,25.3121,27.024
-0.87,-0.16,0,26.0689,26.848
-0.86,-0.16,0,26.545,26.688
-0.85,-0.16,0,25.483,26.48
-0.84,-0.16,0,25.9285,26.32
-0.83,-0.16,0,25.2693,26.144
-0.82,-0.16,0,25.9224,25.984
-0.81,-0.16,0,26.4412,25.84
-0.8,-0.16,0,26.191,25.664
-0.79,-0.16,0,27.0455,25.488
-0.78,-0.16,0,26.6976,25.296
-0.77,-0.16,0,25.1717,25.136
-0.76,-0.16,0,28.2174,25.024
-0.75,-0.16,0,25.782,24.8
-0.74,-0.16,0,25.9102,24.624
-0.73,-0.16,0,25.9407,24.448
-0.72,-0.16,0,25.3853,24.288
-0.71,-0.16,0,26.8319,24.096
-0.7,-0.16,0,25.8919,23.984
-0.69,-0.16,0,25.5928,23.792
-0.68,-0.16,0,26.2642,23.712
-0.67,-0.16,0,25.8126,23.504
-0.66,-0.16,0,26.0506,23.296
-0.65,-0.16,0,25.3426,23.12
-0.64,-0.16,0,25.9407,22.928
-0.63,-0.16,0,25.7942,22.752
-0.62,-0.16,0,26.5999,22.56
-0.61,-0.16,0,25.2083,22.432
-0.6,-0.16,0,26.8441,22.224
-0.59,-0.16,0,26.5084,22.048
-0.58,-0.16,0,25.5806,21.872
-0.57,-0.16,0,26.6182,21.712
-0.56,-0.16,0,25.8675,21.536
-0.55,-0.16,0,26.0567,21.392
-0.54,-0.16,0,26.7098,21.232
-0.53,-0.16,0,26.0384,21.04
-0.52,-0.16,0,27.1371,20.832
-0.51,-0.16,0,25.2144,20.688
-0.5,-0.16,0,26.1361,20.528
-0.49,-0.16,0,25.483,20.336
-0.48,-0.16,0,26.9356,20.192
-0.47,-0.16,0,25.9346,20
-0.46,-0.16,0,25.9774,19.792
-0.45,-0.16,0,25.8553,19.648
-0.44,-0.16,0,26.6366,19.52
-0.43,-0.16,0,26.3253,19.376
-0.42,-0.16,0,26.838,19.232
-0.41,-0.16,0,25.7271,19.04
-0.4,-0.16,0,26.5938,18.864
-0.39,-0.16,0,25.7393,18.64
-0.38,-0.16,0,25.8858,18.512
-0.37,-0.16,0,25.135,18.368
-0.36,-0.16,0,25.5318,18.176
-0.35,-0.16,0,25.3792,18
-0.34,-0.16,0,26.8929,17.792
-0.33,-0.16,0,25.7515,17.584
-0.32,-0.16,0,24.9641,17.424
-0.31,-0.16,0,25.7576,17.296
-0.3,-0.16,0,26.5633,17.104
-0.29,-0.16,0,25.9346,16.944
-0.28,-0.16,0,25.2632,16.752
-0.27,-0.16,0,24.781,16.576
-0.26,-0.16,0,25.8675,16.432
-0.25,-0.16,0,26.8807,16.24
-0.24,-0.16,0,25.2266,16.064
-0.23,-0.16,0,26.3558,15.904
-0.22,-0.16,0,24.9397,15.712
-0.21,-0.16,0,25.4952,15.568
-0.2,-0.16,0,24.8848,15.376
-0.19,-0.16,0,24.8543,15.216
-0.18,-0.16,0,25.3548,15.04
-0.17,-0.16,0,25.4891,14.864
-0.16,-0.16,0,25.6111,14.672
-0.15,-0.16,0,25.7942,14.512
-0.14,-0.16,0,25.898,14.352
-0.13,-0.16,0,25.1289,14.256
-0.12,-0.16,0,25.2754,14.032
-0.11,-0.16,0,24.6406,13.84
-0.1,-0.16,0,24.8238,13.712
-0.09,-0.16,0,25.1289,13.536
-0.08,-0.16,0,23.9692,13.408
-0.07,-0.16,0,24.8909,13.2
-0.06,-0.16,0,24.5674,13.008
-0.05,-0.16,0,24.5491,12.864
-0.04,-0.16,0,24.8054,12.672
-0.03,-0.16,0,24.4942,12.512
-0.02,-0.16,0,24.6284,12.352
-0.01,-0.16,0,25.2022,12.144
0,-0.16,0,24.073,11.968
0,-0.15,0,28.0587,12.032
-0.01,-0.15,0,27.6315,12.176
-0.02,-0.15,0,27.4545,12.4
-0.03,-0.15,0,27.2042,12.608
-0.04,-0.15,0,27.131,12.768
-0.05,-0.15,0,28.4494,12.944
-0.06,-0.15,0,28.016,13.136
-0.07,-0.15,0,28.132,13.296
-0.08,-0.15,0,27.2835,13.472
-0.09,-0.15,0,27.4728,13.648
-0.1,-0.15,0,27.7963,13.808
-0.11,-0.15,0,27.6009,13.984
-0.12,-0.15,0,28.6813,14.128
-0.13,-0.15,0,28.0038,14.304
-0.14,-0.15,0,28.3395,14.496
-0.15,-0.15,0,28.3456,14.64
-0.16,-0.15,0,27.8512,14.752
-0.17,-0.15,0,27.8329,14.976
-0.18,-0.15,0,28.2785,15.12
-0.19,-0.15,0,28.1198,15.328
-0.2,-0.15,0,28.7973,15.488
-0.21,-0.15,0,27.8512,15.664
-0.22,-0.15,0,27.6986,15.84
-0.23,-0.15,0,28.6203,16
-0.24,-0.15,0,28.077,16.192
-0.25,-0.15,0,26.8685,16.368
-0.26,-0.15,0,28.3273,16.544
-0.27,-0.15,0,27.9427,16.704
-0.28,-0.15,0,27.9061,16.864
-0.29,-0.15,0,28.2357,17.024
-0.3,-0.15,0,28.6935,17.216
-0.31,-0.15,0,28.8583,17.392
-0.32,-0.15,0,28.1991,17.552
-0.33,-0.15,0,28.6813,17.728
-0.34,-0.15,0,28.0404,17.888
-0.35,-0.15,0,27.7902,18.064
-0.36,-0.15,0,28.1198,18.256
-0.37,-0.15,0,28.5409,18.4
-0.38,-0.15,0,27.9427,18.576
-0.39,-0.15,0,28.3029,18.736
-0.4,-0.15,0,28.3273,18.912
-0.41,-0.15,0,27.8634,19.088
-0.42,-0.15,0,29.4076,19.264
-0.43,-0.15,0,28.3456,19.456
-0.44,-0.15,0,28.8705,19.584
-0.45,-0.15,0,28.6935,19.76
-0.46,-0.15,0,28.2907,19.888
-0.47,-0.15,0,28.2479,20.096
-0.48,-0.15,0,29.1391,20.272
-0.49,-0.15,0,27.5826,20.448
-0.5,-0.15,0,29.2123,20.624
-0.51,-0.15,0,28.2723,20.8
-0.52,-0.15,0,28.0831,20.96
-0.53,-0.15,0,28.4616,21.152
-0.54,-0.15,0,29.0048,21.312
-0.55,-0.15,0,28.7545,21.472
-0.56,-0.15,0,28.7912,21.584
-0.57,-0.15,0,27.9305,21.808
-0.58,-0.15,0,28.9132,21.952
-0.59,-0.15,0,28.2846,22.144
-0.6,-0.15,0,28.7301,22.304
-0.61,-0.15,0,27.5094,22.48
-0.62,-0.15,0,28.0099,22.656
-0.63,-0.15,0,28.7301,22.832
-0.64,-0.15,0,27.9489,22.992
-0.65,-0.15,0,27.9122,23.184
-0.66,-0.15,0,28.0892,23.344
-0.67,-0.15,0,28.1686,23.536
-0.68,-0.15,0,28.016,23.696
-0.69,-0.15,0,28.4921,23.888
-0.7,-0.15,0,27.839,24.048
-0.71,-0.15,0,28.0465,24.208
-0.72,-0.15,0,28.3029,24.368
-0.73,-0.15,0,27.0821,24.544
-0.74,-0.15,0,27.9977,24.704
-0.75,-0.15,0,27.0394,24.896
-0.76,-0.15,0,27.5338,24.992
-0.77,-0.15,0,28.6874,25.216
-0.78,-0.15,0,27.9672,25.408
-0.79,-0.15,0,27.4667,25.568
-0.8,-0.15,0,28.3517,25.744
-0.81,-0.15,0,28.2296,25.936
-0.82,-0.15,0,27.7535,26.096
